,"score","names_wga","dates_wga","names_artuk","dates_artuk","is_same","artist_id_wiki+googleart+wga+meisterwerke+moma","artist_id_artuk","Unnamed: 9","Unnamed: 10","Unnamed: 11"
169,97,"[solís, francisco de]","[1620, 1684]","[de solis, francisco]","[1629, 1684]",1,"wga_solís, francisco de, (1620-1684)","artuk_de solis, francisco, (1629-1684)",,,
152,97,"[roghman, roelandt]","[1627, 1692]","[roghman, roelant]","[1627, 1692]",1,"wga_roghman, roelandt, (1627-1692)","artuk_roghman, roelant, (1627-1692)",,,
158,97,"[sadeler, aegidius ii]","[1570, 1629]","[sadeler ii, egidius]","[1570, 1629]",1,"wga_sadeler, aegidius ii, (1570-1629)","artuk_sadeler ii, egidius, (1570-1629)",,,
0,97,"[abbate, niccolò dell']","[1509, 1571]","[niccolò dell'abate]","[1509, 1571]",1,"wga_abbate, niccolò dell', (1509-1571)","artuk_niccolò dell'abate, (1509-1571)",,,
45,97,"[eversdijck, willem]","[1616, 1671]","[eversdijk, willem]","[1617, 1671]",1,"wga_eversdijck, willem, (1616-1671)","artuk_eversdijk, willem, (1617-1671)",,,
83,97,"[huchtenburg, jan van]","[1647, 1733]","[van huchtenburgh, jan]","[1647, 1733]",1,"wga_huchtenburg, jan van, (1647-1733)","artuk_van huchtenburgh, jan, (1647-1733)",,,
87,97,"[keirinckx, alexander]","[1600, 1652]","[keirincx, alexander]","[1600, 1652]",1,"wga_keirinckx, alexander, (1600-1652)","artuk_keirincx, alexander, (1600-1652)",,,
33,97,"[crayer, gaspard de]","[1584, 1669]","[de crayer, gaspar]","[1584, 1669]",1,"wga_crayer, gaspard de, (1584-1669)","artuk_de crayer, gaspar, (1584-1669)",,,
24,97,"[carlevaris, luca]","[1663, 1730]","[carlevarijs, luca]","[1663, 1730]",1,"wga_carlevaris, luca, (1663-1730)","artuk_carlevarijs, luca, (1663-1730)",,,
23,97,"[camprobín, pedro de]","[1605, 1674]","[de camprobin, pedro]","[1606, 1674]",1,"wga_camprobín, pedro de, (1605-1674)","artuk_de camprobin, pedro, (1606-1674)",,,
17,97,"[bouchardon, edme]","[1698, 1762]","[bouchardon, edmé]","[1698, 1762]",1,"wga_bouchardon, edme, (1698-1762)","artuk_bouchardon, edmé, (1698-1762)",,,
13,97,"[blondeel, lanceloot]","[1498, 1561]","[blondeel, lancelot]","[1496, 1581]",1,"wga_blondeel, lanceloot, (1498-1561)","artuk_blondeel, lancelot, (1496-1581)",,,
98,97,"[lairesse, gérard de]","[1641, 1711]","[de lairesse, gerard]","[1640, 1711]",1,"wga_lairesse, gérard de, (1641-1711)","artuk_de lairesse, gerard, (1640-1711)",,,
102,97,"[loon, theodoor, van]","[1581, 1667]","[van loon, theodor]","[1581, 1667]",1,"wga_loon, theodoor, van, (1581-1667)","artuk_van loon, theodor, (1581-1667)",,,
59,97,"[gheyn, jacob de ii]","[1565, 1629]","[de gheyn iii, jacob]","[1596, 1641]",0,"wga_gheyn, jacob de ii, (1565-1629)","artuk_de gheyn iii, jacob, (1596-1641)",,,
107,97,"[luttichuijs, isaac]","[1616, 1673]","[luttichuijs, isaack]","[1616, 1673]",1,"wga_luttichuijs, isaac, (1616-1673)","artuk_luttichuijs, isaack, (1616-1673)",,,
109,97,"[mactaggart, william]","[1835, 1910]","[mctaggart, william]","[1835, 1910]",1,"wga_mactaggart, william, (1835-1910)","artuk_mctaggart, william, (1835-1910)",,,
28,97,"[claeuw, jacques de]","[1623, 1694]","[de clauw, jacques]","[1623, 1666]",1,"wga_claeuw, jacques de, (1623-1694)","artuk_de clauw, jacques, (1623-1666)",,,
9,97,"[bartolomeo, fra]","[1472, 1517]","[fra bartolommeo]","[1472, 1517]",1,"wga_bartolomeo, fra, (1472-1517)","artuk_fra bartolommeo, (1472-1517)",,,
6,97,"[baldovinetti, alessio]","[1425, 1499]","[baldovinetti, alesso]","[1426, 1499]",1,"wga_baldovinetti, alessio, (1425-1499)","artuk_baldovinetti, alesso, (1426-1499)",,,
120,97,"[mercier, philipe]","[1689, 1760]","[mercier, philippe]","[1689, 1760]",1,"wga_mercier, philipe, (1689-1760)","artuk_mercier, philippe, (1689-1760)",,,
121,97,"[michau, théobald]","[1676, 1765]","[michau, theobald]","[1676, 1765]",1,"wga_michau, théobald, (1676-1765)","artuk_michau, theobald, (1676-1765)",,,
125,97,"[netscher, constantijn]","[1668, 1723]","[netscher, constantin]","[1668, 1723]",1,"wga_netscher, constantijn, (1668-1723)","artuk_netscher, constantin, (1668-1723)",,,
126,97,"[nickelen, isaak van]","[1632, 1703]","[van nickele, isaak]","[1660, 1703]",1,"wga_nickelen, isaak van, (1632-1703)","artuk_van nickele, isaak, (active 1660-1703)",,,
130,97,"[noordt, jan van]","[1623, 1676]","[van noordt, joan]","[1624, 1676]",1,"wga_noordt, jan van, (1623-1676)","artuk_van noordt, joan, (1624-1676)",,,
131,97,"[nuyen, wijnandus johannes josephus]","[1813, 1839]","[nuyen, wijnand johannes josephus]","[1813, 1839]",1,"wga_nuyen, wijnandus johannes josephus, (1813-1839)","artuk_nuyen, wijnand johannes josephus, (1813-1839)",,,
132,97,"[oosten, izaac van]","[1613, 1661]","[van oosten, izaack]","[1613, 1661]",1,"wga_oosten, izaac van, (1613-1661)","artuk_van oosten, izaack, (1613-1661)",,,
5,97,"[assereto, gioachino]","[1600, 1649]","[assereto, gioacchino]","[1600, 1649]",1,"wga_assereto, gioachino, (1600-1649)","artuk_assereto, gioacchino, (1600-1649)",,,
134,97,"[ostade, isaack van]","[1621, 1649]","[van ostade, isack]","[1621, 1649]",1,"wga_ostade, isaack van, (1621-1649)","artuk_van ostade, isack, (1621-1649)",,,
1,97,"[allegrain, etienne]","[1644, 1736]","[allegrain, étienne]","[1644, 1736]",1,"wga_allegrain, etienne, (1644-1736)","artuk_allegrain, étienne, (1644-1736)",,,
115,97,"[marées, george de]","[1697, 1776]","[de marées, georges]","[1697, 1776]",1,"wga_marées, george de, (1697-1776)","artuk_de marées, georges, (1697-1776)",,,
30,97,"[collier, edwart]","[1640, 1710]","[collier, edwaert]","[1640, 1707]",1,"wga_collier, edwart, (1640-1710)","artuk_collier, edwaert, (1640-1707)",,,
38,98,"[dillens, hendrick joseph]","[1812, 1872]","[dillens, hendrik joseph]","[1812, 1872]",1,"wga_dillens, hendrick joseph, (1812-1872)","artuk_dillens, hendrik joseph, (1812-1872)",,,
187,98,"[veerendael, nicolaes van]","[1640, 1691]","[van verendael, nicolaes]","[1640, 1691]",1,"wga_veerendael, nicolaes van, (1640-1691)","artuk_van verendael, nicolaes, (1640-1691)",,,
42,98,"[engebrechtsz., cornelis]","[1462, 1527]","[engebrechtsz., cornelius]","[1465, 1527]",1,"wga_engebrechtsz., cornelis, (1462-1527)","artuk_engebrechtsz., cornelius, (1465-1527)",,,
143,98,"[pot, hendrick gerritsz]","[1580, 1657]","[pot, hendrik gerritsz.]","[1585, 1657]",1,"wga_pot, hendrick gerritsz, (1580-1657)","artuk_pot, hendrik gerritsz., (1585-1657)",,,
26,98,"[cavaletto, giovanni battista]","[1486, 1523]","[cavalletto, giovanni battista]","[1486, 1523]",1,"wga_cavaletto, giovanni battista, (1486-1523)","artuk_cavalletto, giovanni battista, (active 1486-1523)",,,
44,98,"[everdingen, allaert van]","[1621, 1675]","[van everdingen, allart]","[1621, 1675]",1,"wga_everdingen, allaert van, (1621-1675)","artuk_van everdingen, allart, (1621-1675)",,,
199,98,"[vinne, vincent i laurensz. van der]","[1628, 1702]","[van der vinne i, vincent laurentsz.]","[1628, 1702]",1,"wga_vinne, vincent i laurensz. van der, (1628-1702)","artuk_van der vinne i, vincent laurentsz., (1628-1702)",,,
204,98,"[waldmüller, fedinand georg]","[1793, 1865]","[waldmüller, ferdinand georg]","[1793, 1865]",1,"wga_waldmüller, fedinand georg, (1793-1865)","artuk_waldmüller, ferdinand georg, (1793-1865)",,,
205,98,"[whistler, james abbot mcneill]","[1834, 1903]","[whistler, james abbott mcneill]","[1834, 1903]",1,"wga_whistler, james abbot mcneill, (1834-1903)","artuk_whistler, james abbott mcneill, (1834-1903)",,,
29,98,"[cochin, charles-nicolas i]","[1688, 1754]","[cochin ii, charles-nicolas]","[1715, 1790]",0,"wga_cochin, charles-nicolas i, (1688-1754)","artuk_cochin ii, charles-nicolas, (1715-1790)",,,
10,98,"[bayeu y subias, francisco]","[1734, 1795]","[bayeu y subías, francisco]","[1734, 1795]",1,"wga_bayeu y subias, francisco, (1734-1795)","artuk_bayeu y subías, francisco, (1734-1795)",,,
80,98,"[hondecoeter, gillis claesz. d']","[1575, 1638]","[de hondecoeter, gillis claesz.]","[1575, 1638]",1,"wga_hondecoeter, gillis claesz. d', (1575-1638)","artuk_de hondecoeter, gillis claesz., (1575-1638)",,,
53,98,"[francken, hieronymus, i]","[1540, 1610]","[francken ii, hieronymus]","[1578, 1623]",0,"wga_francken, hieronymus, i, (1540-1610)","artuk_francken ii, hieronymus, (1578-1623)",,,
147,98,"[ravesteyn, jan antonisz. van]","[1572, 1657]","[van ravesteyn, jan anthonisz.]","[1570, 1657]",1,"wga_ravesteyn, jan antonisz. van, (1572-1657)","artuk_van ravesteyn, jan anthonisz., (1570-1657)",,,
141,98,"[picot, françois-edouard]","[1786, 1868]","[picot, françois eduard]","[1786, 1868]",1,"wga_picot, françois-edouard, (1786-1868)","artuk_picot, françois eduard, (1786-1868)",,,
135,98,"[pannini, giovanni paolo]","[1691, 1765]","[panini, giovanni paolo]","[1691, 1765]",1,"wga_pannini, giovanni paolo, (1691-1765)","artuk_panini, giovanni paolo, (1691-1765)",,,
151,98,"[roestraeten, pieter gerritsz. van]","[1630, 1700]","[van roestraten, pieter gerritsz.]","[1629, 1700]",1,"wga_roestraeten, pieter gerritsz. van, (1630-1700)","artuk_van roestraten, pieter gerritsz., (1629-1700)",,,
117,98,"[mazo, juan bautista martinez del]","[1610, 1667]","[del mazo, juan bautista martínez]","[1612, 1667]",1,"wga_mazo, juan bautista martinez del, (1610-1667)","artuk_del mazo, juan bautista martínez, (1612-1667)",,,
161,98,"[sanchez coello, alonso]","[1531, 1588]","[sánchez coello, alonso]","[1531, 1588]",1,"wga_sanchez coello, alonso, (1531-1588)","artuk_sánchez coello, alonso, (1531-1588)",,,
108,98,"[lépicié, nicolas-bernard]","[1735, 1784]","[lépicié, nicholas-bernard]","[1735, 1784]",1,"wga_lépicié, nicolas-bernard, (1735-1784)","artuk_lépicié, nicholas-bernard, (1735-1784)",,,
206,98,"[zelotti, givanni battista]","[1526, 1578]","[zelotti, giovanni battista]","[1526, 1578]",1,"zelotti, givanni battista, (1526-1578)","artuk_zelotti, giovanni battista, (1526-1578)",,,
49,98,"[franceschini, baldassarre]","[1611, 1690]","[franceschini, baldassare]","[1611, 1690]",1,"wga_franceschini, baldassarre, (1611-1690)","artuk_franceschini, baldassare, (1611-1690)",,,
96,98,"[labille-guiard, adélaide]","[1749, 1803]","[labille-guiard, adélaïde]","[1749, 1803]",1,"wga_labille-guiard, adélaide, (1749-1803)","artuk_labille-guiard, adélaïde, (1749-1803)",,,
88,98,"[kerckhoven, jacob van de]","[1636, 1712]","[van der kerckhoven, jacob]","[1637, 1712]",1,"wga_kerckhoven, jacob van de, (1636-1712)","artuk_van der kerckhoven, jacob, (1637-1712)",,,
172,98,"[spranger, bartholomaeus]","[1546, 1611]","[spranger, bartholomeus]","[1546, 1611]",1,"wga_spranger, bartholomaeus, (1546-1611)","artuk_spranger, bartholomeus, (1546-1611)",,,
81,98,"[hondecoeter, melchior d']","[1636, 1695]","[de hondecoeter, melchior]","[1636, 1695]",1,"wga_hondecoeter, melchior d', (1636-1695)","artuk_de hondecoeter, melchior, (1636-1695)",,,
145,98,"[raffaëlli, jean-françois]","[1850, 1924]","[raffaelli, jean-françois]","[1850, 1924]",1,"wga_raffaëlli, jean-françois, (1850-1924)","artuk_raffaelli, jean-françois, (1850-1924)",,,
66,98,"[gramatica, antiveduto]","[1571, 1626]","[grammatica, antiveduto]","[1571, 1626]",1,"wga_gramatica, antiveduto, (1571-1626)","artuk_grammatica, antiveduto, (1571-1626)",,,
61,98,"[gijsbrechts, cornelis norbertus]","[1630, 1675]","[gijsbrechts, cornelius norbertus]","[1659, 1683]",1,"wga_gijsbrechts, cornelis norbertus, (1630-1675)","artuk_gijsbrechts, cornelius norbertus, (active 1659-1683)",,,
55,98,"[fromantiou, hendrick de]","[1633, 1693]","[de fromantiou, hendrik]","[1633, 1700]",1,"wga_fromantiou, hendrick de, (1633-1693)","artuk_de fromantiou, hendrik, (1633-1700)",,,
54,98,"[francken, hieronymus, iii]","[1611, 1661]","[francken ii, hieronymus]","[1578, 1623]",0,"wga_francken, hieronymus, iii, (1611-1661)","artuk_francken ii, hieronymus, (1578-1623)",,,
91,98,"[korovin, konstantin alekseyevich]","[1861, 1939]","[korovin, konstantin alekseevich]","[1861, 1939]",1,"wga_korovin, konstantin alekseyevich, (1861-1939)","artuk_korovin, konstantin alekseevich, (1861-1939)",,,
97,99,"[laemen, christoffel jacobsz van der]","[1606, 1651]","[van der lamen, christoffel jacobsz.]","[1606, 1651]",1,"wga_laemen, christoffel jacobsz van der, (1606-1651)","artuk_van der lamen, christoffel jacobsz., (1606-1651)",,,
103,99,"[lorenzo di alessandro da sanseverino]","[1468, 1503]","[lorenzo d'alessandro da sanseverino]","[1440, 1503]",1,"wga_lorenzo di alessandro da sanseverino, (1468-1503)","artuk_lorenzo d'alessandro da sanseverino, (1440-1503)",,,
209,,"[u'gillemans, jan pauwel the younger']",,"[u'gillemans ii, jan pauwel']",,1,"wga_gillemans, jan pauwel the younger, (1651-1704)","artuk_gillemans ii, jan pauwel, (1651-1704)",,,
210,91,"[heemskerck, egbert van, the younger]","[1676, 1744]","[van heemskerck iii, egbert]","[1725.0, 1750.0]",1,"wga_heemskerck, egbert van, the younger, (1676-1744)","artuk_van heemskerck iii, egbert, (d.1744)",,,
211,91,"[herring, benjamin jr.]","[1830, 1871]","[herring ii, benjamin]","[1830, 1871]",1,"wga_herring, benjamin jr., (1830-1871)","artuk_herring ii, benjamin, (1830-1871)",,,
212,92,"[vermeer van haarlem, jan the elder]","[1628, 1691]","[vermeer van haarlem iii, jan]","[1656, 1705]",0,"wga_vermeer van haarlem, jan the elder, (1628-1691)","artuk_vermeer van haarlem iii, jan, (1656-1705)",,,
213,92,"[vermeer van haarlem, jan the younger]","[1656, 1705]","[vermeer van haarlem iii, jan]","[1656, 1705]",1,"wga_vermeer van haarlem, jan the younger, (1656-1705)","artuk_vermeer van haarlem iii, jan, (1656-1705)",,,
214,93,"[herrera, francisco de, the elder]","[1590, 1656]","[de herrera ii, francisco]","[1622, 1685]",0,"wga_herrera, francisco de, the elder, (1590-1656)","artuk_de herrera ii, francisco, (1622-1685)",,,
215,93,"[herrera, francisco de, the younger]","[1622, 1685]","[de herrera ii, francisco]","[1622, 1685]",1,"wga_herrera, francisco de, the younger, (1622-1685)","artuk_de herrera ii, francisco, (1622-1685)",,,
216,93,"[velde, willem van de, the younger]","[1633, 1707]","[van de velde ii, willem]","[1633, 1707]",1,"wga_velde, willem van de, the younger, (1633-1707)","artuk_van de velde ii, willem, (1633-1707)",,,
217,94,"[herring, john frederick the younger]","[1820, 1907]","[herring ii, john frederick]","[1815, 1907]",1,"wga_herring, john frederick the younger, (1820-1907)","artuk_herring ii, john frederick, (1815-1907)",,,
218,95,"[velde, jan van de, i]","[1569, 1623]","[van de velde iii, jan]","[1620, 1662]",0,"wga_velde, jan van de, i, (1569-1623)","artuk_van de velde iii, jan, (1620-1662)",,,
219,94,"[velde, jan van de, i]","[1569, 1623]","[van der heyden, jan,]","[1636, 1672]",0,"wga_velde, jan van de, i, (1569-1623)","van der heyden, jan, (1636-1672)",,,
220,86,"[ashton, julian rossi]","[1851, 1942]","[ashton, j.]","[1952.0, 1952.0]",0,"wga_ashton, julian rossi, (1851-1942)","artuk_ashton, j.",,,
221,89,"[baltens, peeter]","[1527, 1584]","[balten, pieter]","[1525, 1598]",1,"wga_baltens, peeter, (1527-1584)","artuk_balten, pieter, (1525-1598)",,,
222,86,"[benson, frank weston]","[1862, 1951]","[weston, a.]","[1961.0, 1961.0]",0,"wga_benson, frank weston, (1862-1951)","artuk_weston, a.",,,
223,86,"[bergen, dirk van]","[1645, 1690]","[van den bergen, dirck]","[1645, 1690]",1,"wga_bergen, dirk van, (1645-1690)","artuk_van den bergen, dirck, (1645-1690)",,,
224,88,"[bogaert, hendrick]","[1626, 1674]","[bloemaert, hendrick]","[1601, 1672]",0,"wga_bogaert, hendrick, (1626-1674)","artuk_bloemaert, hendrick, (1601-1672)",,,
225,88,"[bogdány, jakab]","[1660, 1724]","[bogdany, jakob]","[1660, 1724]",1,"wga_bogdány, jakab, (1660-1724)","artuk_bogdany, jakob, (1660-1724)",,,
226,88,"[bogdány, jakab]","[1660, 1724]","[bogdany, jakob,]","[1647, 1727]",1,"wga_bogdány, jakab, (1660-1724)","bogdany, jakob, (1647-1727)",,,
227,88,"[brueghel, pieter iii]","[1589, 1608]","[brueghel the younger, pieter]","[1564, 1638]",0,"wga_brueghel, pieter iii, (1589-1608)","artuk_brueghel the younger, pieter, (1564-1638)",,,
228,85,"[bruyn, barthel the elder]","[1493, 1555]","[bruyn the elder, bartholomaeus]","[1493, 1555]",1,"wga_bruyn, barthel the elder, (1493-1555)","artuk_bruyn the elder, bartholomaeus, (1493-1555)",,,
229,86,"[bunker, dennis miller]","[1861, 1890]","[miller, a.]","[1880, 1900]",0,"wga_bunker, dennis miller, (1861-1890)","artuk_miller, a., (active 1880-1900)",,,
230,86,"[bunker, dennis miller]","[1861, 1890]","[miller, h.]","[1929.0, 1929.0]",0,"wga_bunker, dennis miller, (1861-1890)","artuk_miller, h.",,,
231,88,"[calcar, jan steven van]","[1499, 1546]","[van calcar, jan stephan]","[1499, 1546]",1,"wga_calcar, jan steven van, (1499-1546)","artuk_van calcar, jan stephan, (1499-1546)",,,
232,85,"[castello, giovanni battista]","[1547, 1637]","[paggi, giovanni battista]","[1554, 1627]",0,"wga_castello, giovanni battista, (1547-1637)","artuk_paggi, giovanni battista, (1554-1627)",,,
233,85,"[castello, giovanni battista]","[1547, 1637]","[viola, giovanni battista]","[1576, 1622]",0,"wga_castello, giovanni battista, (1547-1637)","artuk_viola, giovanni battista, (1576-1622)",,,
234,86,"[coesermans, johannes]","[1660, 1660]","[leemans, johannes]","[1633, 1688]",0,"wga_coesermans, johannes, (1660-1660)","artuk_leemans, johannes, (1633-1688)",,,
235,88,"[cormon, fernand]","[1845, 1924]","[fernand, s.]","[1930.0, 1930.0]",0,"wga_cormon, fernand, (1845-1924)","artuk_fernand, s.",,,
236,86,"[cosma, giovanni di]","[1290, 1290]","[giovanni di nicola]","[1326, 1360]",0,"cosma, giovanni di, (1290-1290)","artuk_giovanni di nicola, (active 1326-1360)",,,
237,85,"[coxcie, michiel van]","[1499, 1592]","[coxie, michiel i]","[1499, 1592]",1,"wga_coxcie, michiel van, (1499-1592)","artuk_coxie, michiel i, (1499-1592)",,,
238,85,"[crescenzi, giovanni battista]","[1577, 1635]","[recco, giovanni battista]","[1615, 1660]",0,"wga_crescenzi, giovanni battista, (1577-1635)","artuk_recco, giovanni battista, (1615-1660)",,,
239,85,"[crescenzi, giovanni battista]","[1577, 1635]","[viola, giovanni battista]","[1576, 1622]",0,"wga_crescenzi, giovanni battista, (1577-1635)","artuk_viola, giovanni battista, (1576-1622)",,,
240,85,"[crescenzi, giovanni battista]","[1577, 1635]","[paggi, giovanni battista]","[1554, 1627]",0,"wga_crescenzi, giovanni battista, (1577-1635)","artuk_paggi, giovanni battista, (1554-1627)",,,
241,86,"[douven, jan frans]","[1656, 1727]","[douven, frans bartholomeus]","[1688, 1726]",0,"wga_douven, jan frans, (1656-1727)","artuk_douven, frans bartholomeus, (1688-1726)",,,
242,86,"[dubos, marie-jeanne renard]","[1701, 1701]","[doré, marie-jeanne]","[1736, 1736]",0,"wga_dubos, marie-jeanne renard, (1701-1701)","artuk_doré, marie-jeanne, (b.1736)",,,
243,85,"[ducq, joseph-françois]","[1762, 1829]","[watteau, françois louis joseph]","[1758, 1823]",0,"wga_ducq, joseph-françois, (1762-1829)","artuk_watteau, françois louis joseph, (1758-1823)",,,
244,85,"[ducq, joseph-françois]","[1762, 1829]","[swebach, jacques françois joseph]","[1769, 1823]",0,"wga_ducq, joseph-françois, (1762-1829)","artuk_swebach, jacques françois joseph, (1769-1823)",,,
245,85,"[ducq, joseph-françois]","[1762, 1829]","[kinsoen, françois joseph]","[1771, 1839]",0,"wga_ducq, joseph-françois, (1762-1829)","artuk_kinsoen, françois joseph, (1771-1839)",,,
246,85,"[ducq, joseph-françois]","[1762, 1829]","[pfeiffer ii, françois joseph]","[1778, 1835]",0,"wga_ducq, joseph-françois, (1762-1829)","artuk_pfeiffer ii, françois joseph, (1778-1835)",,,
247,88,"[earlom, richard]","[1743, 1822]","[richard, c.]","[1798.0, 1798.0]",0,"wga_earlom, richard, (1743-1822)","artuk_richard, c.",,,
248,86,"[ekels, jan ii]","[1759, 1793]","[ekels the younger, jan]","[1759, 1793]",1,"wga_ekels, jan ii, (1759-1793)","artuk_ekels the younger, jan, (1759-1793)",,,
249,86,"[everdingen, caesar van]","[1617, 1678]","[van everdingen, allart]","[1621, 1675]",0,"wga_everdingen, caesar van, (1617-1678)","artuk_van everdingen, allart, (1621-1675)",,,
